image_id,labeler1,labeler2,labeler3,majority_label
1221.jpg,Straight,,Leaned,
1222.jpg,Straight,Straight,Straight,Straight
1223.jpg,Straight,,Leaned,
1224.jpg,Straight,Straight,Straight,Straight
1225.jpg,Straight,Unlabeled,Straight,Straight
1226.jpg,Straight,Straight,Straight,Straight
1227.jpg,Straight,Straight,Straight,Straight
1228.jpg,Leaned,Leaned,Leaned,Leaned
1229.jpg,Leaned,Rejected,Straight,
1230.jpg,Leaned,Straight,Leaned,Leaned
1231.jpg,Straight,Rejected,Straight,Straight
1232.jpg,Leaned,,Straight,
1233.jpg,Leaned,Straight,Straight,Straight
1234.jpg,Straight,Straight,Straight,Straight
1235.jpg,Straight,Straight,Straight,Straight
1236.jpg,Straight,Straight,Straight,Straight
1237.jpg,Straight,Straight,Straight,Straight
1238.jpg,Straight,Straight,Straight,Straight
1239.jpg,Straight,Straight,Straight,Straight
1240.jpg,Rejected,Rejected,Straight,Rejected
1241.jpg,Straight,Straight,Straight,Straight
1242.jpg,Straight,Straight,Unlabeled,Straight
1243.jpg,Straight,Leaned,Unlabeled,
1244.jpg,Straight,,Straight,Straight
1245.jpg,Straight,Leaned,Straight,Straight
1246.jpg,Leaned,Straight,Straight,Straight
1247.jpg,Straight,Straight,Straight,Straight
1248.jpg,Leaned,Leaned,Leaned,Leaned
1249.jpg,Leaned,Straight,Straight,Straight
1250.jpg,Straight,Straight,Straight,Straight
1251.jpg,Leaned,Straight,Straight,Straight
1252.jpg,Rejected,Rejected,Rejected,Rejected
1253.jpg,Straight,Straight,Straight,Straight
1254.jpg,Straight,Straight,Straight,Straight
1255.jpg,Straight,Straight,Straight,Straight
1256.jpg,Straight,Leaned,Leaned,Leaned
1257.jpg,Straight,Straight,Straight,Straight
1258.jpg,,Unlabeled,Leaned,
1259.jpg,Straight,,Straight,Straight
1260.jpg,Straight,Straight,Straight,Straight
1261.jpg,Straight,Leaned,Leaned,Leaned
1262.jpg,Straight,Rejected,Unlabeled,
1263.jpg,Rejected,Straight,Straight,Straight
1264.jpg,Straight,Straight,Straight,Straight
1265.jpg,Straight,Straight,Straight,Straight
1266.jpg,Rejected,Rejected,Straight,Rejected
1267.jpg,Leaned,Leaned,Leaned,Leaned
1268.jpg,Straight,Straight,Straight,Straight
1269.jpg,Straight,Straight,Straight,Straight
1270.jpg,Straight,Straight,Straight,Straight
1271.jpg,Straight,Straight,Straight,Straight
1272.jpg,Straight,Straight,Straight,Straight
1273.jpg,Straight,Straight,Straight,Straight
1274.jpg,Straight,Straight,Straight,Straight
1275.jpg,Leaned,Leaned,Straight,Leaned
1276.jpg,Rejected,Rejected,Straight,Rejected
1277.jpg,Straight,Straight,Straight,Straight
1278.jpg,Straight,Straight,Straight,Straight
1279.jpg,Straight,Rejected,Rejected,Rejected
1280.jpg,Rejected,Rejected,,Rejected
1281.jpg,Straight,Straight,Straight,Straight
1282.jpg,Rejected,Rejected,Rejected,Rejected
1283.jpg,Straight,Straight,Straight,Straight
1284.jpg,Rejected,Rejected,,Rejected
1285.jpg,Rejected,Rejected,Straight,Rejected
1286.jpg,Straight,Straight,,Straight
1287.jpg,Straight,Straight,Straight,Straight
1288.jpg,Straight,Straight,Straight,Straight
1289.jpg,Rejected,Rejected,Straight,Rejected
1290.jpg,Straight,Leaned,Leaned,Leaned
1291.jpg,Straight,Straight,Straight,Straight
1292.jpg,Straight,Straight,Straight,Straight
1293.jpg,Straight,Rejected,Straight,Straight
1294.jpg,Straight,Leaned,Leaned,Leaned
1295.jpg,Leaned,Leaned,Leaned,Leaned
1296.jpg,Straight,Straight,Straight,Straight
1297.jpg,Straight,Straight,Straight,Straight
1298.jpg,Straight,Leaned,Straight,Straight
1299.jpg,Leaned,Leaned,Unlabeled,Leaned
1300.jpg,Rejected,,,
1301.jpg,Leaned,Leaned,Straight,Leaned
1302.jpg,Straight,Straight,Rejected,Straight
1303.jpg,Straight,Unlabeled,Rejected,
1304.jpg,Straight,Straight,Straight,Straight
1305.jpg,Straight,Straight,Unlabeled,Straight
1306.jpg,Straight,Straight,Unlabeled,Straight
1307.jpg,Straight,Straight,Straight,Straight
1308.jpg,Leaned,Leaned,Leaned,Leaned
1309.jpg,Straight,Straight,Leaned,Straight
1310.jpg,Straight,Leaned,Straight,Straight
1311.jpg,Straight,Straight,Leaned,Straight
1312.jpg,Rejected,Straight,Straight,Straight
1313.jpg,,Straight,Straight,Straight
1314.jpg,Leaned,Leaned,Leaned,Leaned
1315.jpg,Leaned,Leaned,Straight,Leaned
1316.jpg,Leaned,,Leaned,Leaned
1317.jpg,Straight,Straight,Straight,Straight
1318.jpg,Straight,Leaned,Straight,Straight
1319.jpg,Leaned,Leaned,Unlabeled,Leaned
1320.jpg,Straight,Unlabeled,Straight,Straight
1321.jpg,Straight,Straight,Straight,Straight
1322.jpg,Rejected,Rejected,,Rejected
1323.jpg,Straight,Leaned,Straight,Straight
1324.jpg,Straight,Straight,Straight,Straight
1325.jpg,Leaned,Straight,Unlabeled,
1326.jpg,Rejected,Straight,Straight,Straight
1327.jpg,Straight,Straight,Straight,Straight
1328.jpg,Leaned,Straight,Straight,Straight
1329.jpg,Leaned,Leaned,Leaned,Leaned
1330.jpg,Leaned,Straight,Straight,Straight
1331.jpg,Leaned,Straight,Straight,Straight
1332.jpg,Leaned,Leaned,Leaned,Leaned
1333.jpg,Straight,Straight,Straight,Straight
1334.jpg,Straight,Straight,Straight,Straight
1335.jpg,Straight,Straight,Leaned,Straight
1336.jpg,,Straight,Straight,Straight
1337.jpg,Leaned,Straight,Straight,Straight
1338.jpg,Leaned,Straight,Straight,Straight
1339.jpg,,Leaned,Leaned,Leaned
1340.jpg,Straight,Straight,Straight,Straight
1341.jpg,Straight,Straight,Straight,Straight
1342.jpg,,Straight,Straight,Straight
1343.jpg,Straight,Straight,Straight,Straight
1344.jpg,Straight,Straight,Straight,Straight
1345.jpg,Straight,Straight,Straight,Straight
1346.jpg,Leaned,Leaned,Leaned,Leaned
1347.jpg,Leaned,Rejected,Leaned,Leaned
1348.jpg,Straight,Straight,Straight,Straight
1349.jpg,Straight,Straight,Straight,Straight
1350.jpg,Leaned,Rejected,Straight,
1351.jpg,Straight,Straight,Straight,Straight
1352.jpg,Straight,Straight,Straight,Straight
1353.jpg,Straight,Straight,Straight,Straight
1354.jpg,Rejected,Straight,Straight,Straight
1355.jpg,Straight,Straight,Straight,Straight
1356.jpg,Leaned,Leaned,Straight,Leaned
1357.jpg,Straight,Straight,Straight,Straight
1358.jpg,Straight,Straight,Straight,Straight
1359.jpg,Straight,Straight,Straight,Straight
1360.jpg,Straight,Straight,Straight,Straight
1361.jpg,Leaned,Leaned,Straight,Leaned
1362.jpg,Rejected,Rejected,Rejected,Rejected
1363.jpg,Leaned,Leaned,Leaned,Leaned
1364.jpg,Straight,Straight,Straight,Straight
1365.jpg,Leaned,Straight,Unlabeled,
1366.jpg,Rejected,Rejected,Rejected,Rejected
1367.jpg,Rejected,Rejected,Rejected,Rejected
1368.jpg,Rejected,Rejected,Unlabeled,Rejected
1369.jpg,Rejected,Rejected,Rejected,Rejected
1370.jpg,Rejected,Rejected,Rejected,Rejected
1371.jpg,Rejected,Rejected,Rejected,Rejected
1372.jpg,Rejected,Rejected,Rejected,Rejected
1373.jpg,Straight,Straight,Straight,Straight
1374.jpg,Rejected,Straight,Rejected,Rejected
1375.jpg,Rejected,Rejected,Rejected,Rejected
1376.jpg,Straight,Straight,Straight,Straight
1377.jpg,Rejected,Rejected,Unlabeled,Rejected
1378.jpg,Straight,Straight,Straight,Straight
1379.jpg,Rejected,Rejected,Unlabeled,Rejected
1380.jpg,Straight,Straight,Straight,Straight
1381.jpg,Straight,Straight,Straight,Straight
1382.jpg,Leaned,Leaned,Leaned,Leaned
1383.jpg,Rejected,Rejected,Straight,Rejected
1384.jpg,Leaned,Leaned,,Leaned
1385.jpg,Leaned,Straight,Straight,Straight
1386.jpg,Rejected,Rejected,Straight,Rejected
1387.jpg,Rejected,Rejected,Rejected,Rejected
1388.jpg,Rejected,Rejected,Straight,Rejected
1389.jpg,Leaned,Straight,Straight,Straight
1390.jpg,Straight,Straight,Straight,Straight
1391.jpg,Straight,,Leaned,
1392.jpg,Leaned,Straight,Straight,Straight
1393.jpg,Straight,Straight,Straight,Straight
1394.jpg,Straight,Straight,Straight,Straight
1395.jpg,Rejected,Straight,Straight,Straight
1396.jpg,Rejected,Rejected,Unlabeled,Rejected
1397.jpg,Rejected,,Straight,
1398.jpg,Leaned,Straight,Leaned,Leaned
1399.jpg,Straight,Leaned,Straight,Straight
1400.jpg,Leaned,Straight,Straight,Straight
1401.jpg,Straight,Rejected,Straight,Straight
1402.jpg,Straight,Rejected,Rejected,Rejected
1403.jpg,Straight,Straight,Straight,Straight
1404.jpg,Straight,Straight,Straight,Straight
1405.jpg,Leaned,Straight,Leaned,Leaned
1406.jpg,Straight,Straight,Straight,Straight
1407.jpg,Straight,Straight,Straight,Straight
1408.jpg,Straight,Straight,Unlabeled,Straight
1409.jpg,Straight,Straight,Straight,Straight
1410.jpg,Straight,Rejected,Straight,Straight
1411.jpg,Straight,Straight,Rejected,Straight
1412.jpg,Straight,Straight,Straight,Straight
1413.jpg,Straight,Straight,Unlabeled,Straight
1414.jpg,Leaned,Leaned,Leaned,Leaned
1415.jpg,Straight,Straight,Straight,Straight
1416.jpg,Leaned,Rejected,Leaned,Leaned
1417.jpg,Straight,Straight,Straight,Straight
1418.jpg,Leaned,Leaned,Leaned,Leaned
1419.jpg,Leaned,Rejected,Leaned,Leaned
1420.jpg,Rejected,Rejected,Straight,Rejected
1421.jpg,Straight,Straight,Straight,Straight
1422.jpg,Rejected,Rejected,Straight,Rejected
1423.jpg,Straight,Leaned,Leaned,Leaned
1424.jpg,Straight,Leaned,Straight,Straight
1425.jpg,Straight,Straight,Straight,Straight
1426.jpg,Straight,Straight,Straight,Straight
1427.jpg,Straight,Leaned,Leaned,Leaned
1428.jpg,Leaned,Straight,Straight,Straight
1429.jpg,Straight,Straight,Straight,Straight
1430.jpg,Straight,Straight,Straight,Straight
1431.jpg,Straight,Straight,Straight,Straight
1432.jpg,Straight,Straight,Straight,Straight
1433.jpg,Rejected,Straight,Rejected,Rejected
1434.jpg,Straight,Straight,Straight,Straight
1435.jpg,,,Straight,
1436.jpg,Straight,Straight,Straight,Straight
1437.jpg,Rejected,Straight,Straight,Straight
1438.jpg,Rejected,Rejected,Straight,Rejected
1439.jpg,Straight,Straight,Straight,Straight
1440.jpg,Straight,Straight,Straight,Straight
1441.jpg,Straight,Straight,Straight,Straight
1442.jpg,Rejected,Straight,Straight,Straight
1443.jpg,,Straight,Leaned,
1444.jpg,Rejected,Rejected,Straight,Rejected
1445.jpg,Straight,Straight,Straight,Straight
1446.jpg,Rejected,Rejected,Rejected,Rejected
1447.jpg,,Leaned,Straight,
1448.jpg,,Straight,Straight,Straight
1449.jpg,Straight,Straight,Straight,Straight
1450.jpg,Straight,Straight,Straight,Straight
1451.jpg,Straight,Straight,Straight,Straight
1452.jpg,Straight,Straight,Straight,Straight
1453.jpg,Straight,Straight,Straight,Straight
1454.jpg,Straight,Straight,Straight,Straight
1455.jpg,Rejected,Straight,Straight,Straight
1456.jpg,Straight,Straight,Straight,Straight
1457.jpg,Straight,Straight,Leaned,Straight
1458.jpg,Straight,Straight,Straight,Straight
1459.jpg,Straight,Straight,Straight,Straight
1460.jpg,Leaned,Leaned,Rejected,Leaned
1461.jpg,Straight,Straight,Straight,Straight
1462.jpg,Leaned,Straight,Straight,Straight
1463.jpg,Rejected,Rejected,Rejected,Rejected
1464.jpg,Straight,Straight,Straight,Straight
1465.jpg,Leaned,Leaned,Leaned,Leaned
1466.jpg,Straight,Straight,Straight,Straight
1467.jpg,Straight,Straight,Straight,Straight
1468.jpg,Straight,Straight,Straight,Straight
1469.jpg,Straight,Straight,Straight,Straight
1470.jpg,Straight,Straight,Straight,Straight
1471.jpg,Straight,Leaned,Unlabeled,
1472.jpg,Straight,Rejected,Straight,Straight
1473.jpg,Straight,Straight,Straight,Straight
1474.jpg,Leaned,Straight,Straight,Straight
1475.jpg,Straight,Straight,Straight,Straight
1476.jpg,,Leaned,Straight,
1477.jpg,Straight,Straight,Straight,Straight
1478.jpg,Straight,Straight,Straight,Straight
1479.jpg,Rejected,Straight,Straight,Straight
1480.jpg,,Straight,Unlabeled,
1481.jpg,Straight,Leaned,Straight,Straight
1482.jpg,Leaned,,Leaned,Leaned
1483.jpg,Leaned,Rejected,Leaned,Leaned
1484.jpg,Straight,Straight,Straight,Straight
1485.jpg,Straight,Straight,Leaned,Straight
1486.jpg,Leaned,Leaned,Leaned,Leaned
1487.jpg,Rejected,Straight,Straight,Straight
1488.jpg,Leaned,,Leaned,Leaned
1489.jpg,,Straight,Straight,Straight
1490.jpg,Straight,Straight,Straight,Straight
1491.jpg,Rejected,Straight,Straight,Straight
1492.jpg,Rejected,Rejected,Leaned,Rejected
1493.jpg,Leaned,Straight,Straight,Straight
1494.jpg,Leaned,Leaned,Straight,Leaned
1495.jpg,Rejected,Straight,Straight,Straight
1496.jpg,Rejected,Rejected,Unlabeled,Rejected
1497.jpg,Straight,Straight,Straight,Straight
1498.jpg,Rejected,Rejected,Straight,Rejected
1499.jpg,,,Leaned,
1500.jpg,Straight,Straight,Straight,Straight
1501.jpg,Straight,Straight,Straight,Straight
1502.jpg,Rejected,Rejected,Rejected,Rejected
1503.jpg,Rejected,Rejected,Rejected,Rejected
1504.jpg,Rejected,Rejected,Rejected,Rejected
1505.jpg,Rejected,Rejected,Rejected,Rejected
1506.jpg,,Rejected,Straight,
1507.jpg,Rejected,Rejected,Rejected,Rejected
1508.jpg,Rejected,Rejected,Rejected,Rejected
1509.jpg,Straight,Straight,Straight,Straight
1510.jpg,Rejected,Rejected,Rejected,Rejected
1511.jpg,Rejected,Rejected,Rejected,Rejected
1512.jpg,Rejected,Rejected,Rejected,Rejected
1513.jpg,,Leaned,Straight,
1514.jpg,Rejected,Rejected,Straight,Rejected
1515.jpg,Rejected,Rejected,Rejected,Rejected
1516.jpg,Rejected,Rejected,Rejected,Rejected
1517.jpg,Leaned,Leaned,Rejected,Leaned
1518.jpg,Leaned,Straight,Leaned,Leaned
1519.jpg,Rejected,Rejected,Rejected,Rejected
1520.jpg,Rejected,Rejected,Straight,Rejected
1521.jpg,Rejected,Rejected,Rejected,Rejected
1522.jpg,Rejected,Rejected,Rejected,Rejected
1523.jpg,Rejected,Rejected,Rejected,Rejected
1524.jpg,Straight,Leaned,Straight,Straight
1525.jpg,Leaned,Leaned,Rejected,Leaned
1526.jpg,Rejected,Rejected,Straight,Rejected
1527.jpg,Straight,Leaned,Leaned,Leaned
1528.jpg,Rejected,Rejected,Rejected,Rejected
1529.jpg,Straight,Straight,Straight,Straight
1530.jpg,Straight,Straight,Straight,Straight
1531.jpg,Rejected,Rejected,Rejected,Rejected
1532.jpg,Rejected,Rejected,Rejected,Rejected
1533.jpg,Rejected,Rejected,Rejected,Rejected
1534.jpg,Straight,Straight,Straight,Straight
1535.jpg,Rejected,Rejected,Rejected,Rejected
1536.jpg,Rejected,Rejected,Rejected,Rejected
1537.jpg,Leaned,Leaned,Rejected,Leaned
1538.jpg,Leaned,Leaned,Leaned,Leaned
1539.jpg,Rejected,Rejected,Rejected,Rejected
1540.jpg,Straight,Leaned,Leaned,Leaned
1541.jpg,Rejected,Rejected,Rejected,Rejected
1542.jpg,Rejected,Rejected,Rejected,Rejected
1543.jpg,Rejected,Rejected,Rejected,Rejected
1544.jpg,Straight,Straight,Straight,Straight
1545.jpg,Rejected,Rejected,Straight,Rejected
1546.jpg,Rejected,Rejected,Straight,Rejected
1547.jpg,Straight,Straight,Leaned,Straight
1548.jpg,Rejected,Rejected,Rejected,Rejected
1549.jpg,Straight,Straight,Leaned,Straight
1550.jpg,Straight,Rejected,Leaned,
1551.jpg,Rejected,Rejected,Straight,Rejected
1552.jpg,Rejected,Rejected,Straight,Rejected
1553.jpg,Straight,Rejected,Straight,Straight
1554.jpg,Leaned,Leaned,Leaned,Leaned
1555.jpg,Rejected,Rejected,Straight,Rejected
1556.jpg,Straight,Rejected,Straight,Straight
1557.jpg,Rejected,Rejected,Straight,Rejected
1558.jpg,Rejected,Rejected,Rejected,Rejected
1559.jpg,Leaned,Leaned,Leaned,Leaned
1560.jpg,Straight,,Straight,Straight
1561.jpg,Rejected,Rejected,Rejected,Rejected
1562.jpg,Straight,Straight,Straight,Straight
1563.jpg,Rejected,Rejected,Rejected,Rejected
1564.jpg,Leaned,Straight,Leaned,Leaned
1565.jpg,Rejected,Rejected,Rejected,Rejected
1566.jpg,Rejected,Rejected,Rejected,Rejected
1567.jpg,Rejected,Rejected,Straight,Rejected
1568.jpg,Rejected,Rejected,Straight,Rejected
1569.jpg,Unlabeled,Rejected,Straight,
1570.jpg,Rejected,Rejected,Rejected,Rejected
1571.jpg,Rejected,Rejected,Straight,Rejected
1572.jpg,Straight,Unlabeled,Straight,Straight
1573.jpg,Straight,Rejected,Straight,Straight
1574.jpg,Rejected,Rejected,Rejected,Rejected
1575.jpg,Unlabeled,Unlabeled,Straight,Unlabeled
1576.jpg,Rejected,Rejected,Straight,Rejected
1577.jpg,Rejected,Rejected,Rejected,Rejected
1578.jpg,Rejected,Straight,Straight,Straight
1579.jpg,Leaned,Rejected,Straight,
1580.jpg,Straight,Straight,Straight,Straight
1581.jpg,Rejected,Leaned,Straight,
1582.jpg,Rejected,Rejected,Straight,Rejected
1583.jpg,Rejected,Leaned,Straight,
1584.jpg,Rejected,Rejected,Straight,Rejected
1585.jpg,Rejected,Rejected,Leaned,Rejected
1586.jpg,Straight,,Straight,Straight
1587.jpg,Straight,Straight,Straight,Straight
1588.jpg,Rejected,Rejected,Unlabeled,Rejected
1589.jpg,Straight,Rejected,Straight,Straight
1590.jpg,Rejected,Rejected,Straight,Rejected
1591.jpg,Rejected,Rejected,Straight,Rejected
1592.jpg,Straight,Rejected,Straight,Straight
1593.jpg,Rejected,Rejected,Leaned,Rejected
1594.jpg,Rejected,Rejected,,Rejected
1595.jpg,Rejected,Rejected,,Rejected
1596.jpg,Unlabeled,Straight,Straight,Straight
1597.jpg,Rejected,Rejected,,Rejected
1598.jpg,Rejected,Rejected,Rejected,Rejected
1599.jpg,Rejected,Rejected,,Rejected
1600.jpg,Rejected,Rejected,Rejected,Rejected
1601.jpg,Straight,Straight,Straight,Straight
1602.jpg,Straight,Straight,Straight,Straight
1603.jpg,Straight,Straight,Straight,Straight
1604.jpg,Rejected,Rejected,Unlabeled,Rejected
1605.jpg,Rejected,Rejected,,Rejected
1606.jpg,Rejected,Rejected,,Rejected
1607.jpg,Straight,Straight,Straight,Straight
1608.jpg,Leaned,Straight,Straight,Straight
1609.jpg,Leaned,Leaned,Leaned,Leaned
1610.jpg,Rejected,Rejected,Straight,Rejected
1611.jpg,Straight,Straight,Straight,Straight
1612.jpg,Rejected,Straight,Straight,Straight
1613.jpg,Rejected,Rejected,,Rejected
1614.jpg,Leaned,Leaned,Leaned,Leaned
1615.jpg,Straight,Straight,Straight,Straight
1616.jpg,Rejected,Rejected,Rejected,Rejected
1617.jpg,Rejected,Rejected,,Rejected
1618.jpg,Leaned,Leaned,Leaned,Leaned
1619.jpg,Unlabeled,Rejected,Leaned,
1620.jpg,Rejected,Rejected,Rejected,Rejected
1621.jpg,Leaned,Leaned,Leaned,Leaned
1622.jpg,Rejected,Rejected,Leaned,Rejected
1623.jpg,Rejected,Straight,Straight,Straight
1624.jpg,Rejected,Rejected,Rejected,Rejected
1625.jpg,Straight,Leaned,Leaned,Leaned
1626.jpg,Rejected,Rejected,,Rejected
1627.jpg,Straight,Straight,Straight,Straight
1628.jpg,Straight,Unlabeled,Straight,Straight
1629.jpg,Rejected,Rejected,Leaned,Rejected
1630.jpg,Leaned,Leaned,Leaned,Leaned
1631.jpg,Leaned,Leaned,Leaned,Leaned
1632.jpg,Leaned,Leaned,Leaned,Leaned
1633.jpg,Rejected,Rejected,,Rejected
1634.jpg,Rejected,Rejected,Straight,Rejected
1635.jpg,,Rejected,Straight,
1636.jpg,Rejected,Rejected,Leaned,Rejected
1637.jpg,Rejected,Rejected,Leaned,Rejected
1638.jpg,Leaned,Leaned,Straight,Leaned
1639.jpg,Rejected,Rejected,,Rejected
1640.jpg,Rejected,Rejected,Rejected,Rejected
1641.jpg,Straight,Straight,Straight,Straight
1642.jpg,Leaned,Leaned,Leaned,Leaned
1643.jpg,Leaned,Leaned,Leaned,Leaned
1644.jpg,Leaned,Leaned,Leaned,Leaned
1645.jpg,Rejected,Rejected,Rejected,Rejected
1646.jpg,Leaned,Leaned,Straight,Leaned
1647.jpg,Straight,Straight,Straight,Straight
1648.jpg,Rejected,Rejected,Leaned,Rejected
1649.jpg,Leaned,Straight,Leaned,Leaned
1650.jpg,Leaned,Leaned,Leaned,Leaned
1651.jpg,Leaned,Leaned,Leaned,Leaned
1652.jpg,Leaned,Leaned,Leaned,Leaned
1653.jpg,Leaned,Leaned,Leaned,Leaned
1654.jpg,Leaned,Leaned,Leaned,Leaned
1655.jpg,Straight,Straight,Straight,Straight
1656.jpg,Leaned,Leaned,Leaned,Leaned
1657.jpg,Straight,Straight,Straight,Straight
1658.jpg,Leaned,Leaned,Straight,Leaned
1659.jpg,Straight,Straight,Straight,Straight
1660.jpg,Straight,Straight,Straight,Straight
1661.jpg,Straight,Straight,Straight,Straight
1662.jpg,Straight,Rejected,Straight,Straight
1663.jpg,Straight,Straight,Straight,Straight
1664.jpg,Leaned,Straight,Leaned,Leaned
1665.jpg,Leaned,Leaned,Leaned,Leaned
1666.jpg,Straight,Straight,Straight,Straight
1667.jpg,Straight,Straight,Straight,Straight
1668.jpg,Leaned,Leaned,Leaned,Leaned
1669.jpg,Leaned,Leaned,Leaned,Leaned
1670.jpg,Leaned,Leaned,Leaned,Leaned
1671.jpg,Rejected,Leaned,Leaned,Leaned
1672.jpg,Straight,Straight,Straight,Straight
1673.jpg,Leaned,Leaned,Leaned,Leaned
1674.jpg,Rejected,Rejected,Straight,Rejected
1675.jpg,Straight,Straight,Straight,Straight
1676.jpg,Straight,Unlabeled,Straight,Straight
1677.jpg,Straight,Straight,Straight,Straight
1678.jpg,Leaned,Leaned,Leaned,Leaned
1679.jpg,Leaned,Leaned,Leaned,Leaned
1680.jpg,Rejected,Rejected,,Rejected
1681.jpg,Leaned,Leaned,Leaned,Leaned
1682.jpg,Leaned,Leaned,Leaned,Leaned
1683.jpg,Leaned,Leaned,Leaned,Leaned
1684.jpg,Rejected,,Straight,
1685.jpg,Leaned,Leaned,Leaned,Leaned
1686.jpg,Leaned,Leaned,Leaned,Leaned
1687.jpg,Straight,Straight,Leaned,Straight
1688.jpg,Leaned,Leaned,Leaned,Leaned
1689.jpg,Straight,Straight,Straight,Straight
1690.jpg,Leaned,Leaned,Leaned,Leaned
1691.jpg,Leaned,Leaned,Leaned,Leaned
1692.jpg,Leaned,Leaned,Leaned,Leaned
1693.jpg,Rejected,Rejected,Rejected,Rejected
1694.jpg,Leaned,Leaned,Leaned,Leaned
1695.jpg,Rejected,Rejected,Straight,Rejected
1696.jpg,Straight,Straight,Straight,Straight
1697.jpg,Leaned,Leaned,Leaned,Leaned
1698.jpg,Leaned,Leaned,Leaned,Leaned
1699.jpg,Leaned,Leaned,Leaned,Leaned
1700.jpg,Straight,Straight,Straight,Straight
1701.jpg,Straight,Leaned,Straight,Straight
1702.jpg,Rejected,Rejected,,Rejected
1703.jpg,Straight,Leaned,Straight,Straight
1704.jpg,Straight,Straight,Straight,Straight
1705.jpg,Leaned,Leaned,Leaned,Leaned
1706.jpg,Leaned,Leaned,Leaned,Leaned
1707.jpg,Leaned,Leaned,Straight,Leaned
1708.jpg,Leaned,Leaned,Leaned,Leaned
1709.jpg,Leaned,Leaned,Leaned,Leaned
1710.jpg,Leaned,Leaned,Leaned,Leaned
1711.jpg,Leaned,Leaned,Leaned,Leaned
1712.jpg,Rejected,Unlabeled,Rejected,Rejected
1713.jpg,Leaned,Leaned,Leaned,Leaned
1714.jpg,Rejected,Rejected,,Rejected
1715.jpg,Straight,Straight,Straight,Straight
1716.jpg,Rejected,Rejected,,Rejected
1717.jpg,Leaned,Leaned,Leaned,Leaned
1718.jpg,Unlabeled,Unlabeled,Straight,Unlabeled
1719.jpg,Straight,Rejected,Straight,Straight
1720.jpg,Rejected,Rejected,Straight,Rejected
1721.jpg,Rejected,Rejected,Rejected,Rejected
1722.jpg,Straight,Straight,Straight,Straight
1723.jpg,Straight,Straight,Straight,Straight
1724.jpg,Rejected,Rejected,Leaned,Rejected
1725.jpg,Rejected,Rejected,Rejected,Rejected
1726.jpg,Leaned,Leaned,Leaned,Leaned
1727.jpg,Straight,Straight,Straight,Straight
1728.jpg,Straight,Rejected,Straight,Straight
1729.jpg,Leaned,Leaned,Leaned,Leaned
1730.jpg,Rejected,Rejected,Straight,Rejected
1731.jpg,Rejected,Rejected,Rejected,Rejected
1732.jpg,Leaned,Leaned,Leaned,Leaned
1733.jpg,Straight,Straight,Straight,Straight
1734.jpg,Leaned,Leaned,Leaned,Leaned
1735.jpg,Leaned,Leaned,Leaned,Leaned
1736.jpg,Leaned,Leaned,Leaned,Leaned
1737.jpg,Leaned,Leaned,Leaned,Leaned
1738.jpg,Straight,Rejected,Straight,Straight
1739.jpg,Straight,Rejected,Straight,Straight
1740.jpg,Leaned,Leaned,Leaned,Leaned
1741.jpg,Leaned,Straight,Leaned,Leaned
1742.jpg,Rejected,Straight,Straight,Straight
1743.jpg,Leaned,Leaned,Leaned,Leaned
1744.jpg,Leaned,Leaned,Leaned,Leaned
1745.jpg,Leaned,Leaned,Leaned,Leaned
1746.jpg,Leaned,Leaned,Leaned,Leaned
1747.jpg,Rejected,Leaned,Leaned,Leaned
1748.jpg,Leaned,Leaned,Leaned,Leaned
1749.jpg,Leaned,Rejected,Leaned,Leaned
1750.jpg,Leaned,Leaned,Leaned,Leaned
1751.jpg,Leaned,Leaned,Leaned,Leaned
1752.jpg,Leaned,Leaned,Leaned,Leaned
1753.jpg,Straight,Leaned,Straight,Straight
1754.jpg,Straight,Straight,Straight,Straight
1755.jpg,Leaned,Rejected,Rejected,Rejected
1756.jpg,Straight,Straight,Straight,Straight
1757.jpg,Leaned,Leaned,Leaned,Leaned
1758.jpg,Unlabeled,Leaned,Straight,
1759.jpg,Leaned,Leaned,Leaned,Leaned
1760.jpg,Rejected,Rejected,Rejected,Rejected
1761.jpg,Rejected,Leaned,Leaned,Leaned
1762.jpg,Rejected,Leaned,Leaned,Leaned
1763.jpg,Rejected,Rejected,Leaned,Rejected
1764.jpg,Leaned,Leaned,Leaned,Leaned
1765.jpg,Leaned,Leaned,Leaned,Leaned
1766.jpg,Rejected,Rejected,Rejected,Rejected
1767.jpg,Rejected,Leaned,Leaned,Leaned
1768.jpg,Leaned,Leaned,Leaned,Leaned
1769.jpg,Straight,Leaned,Leaned,Leaned
1770.jpg,Straight,Straight,Straight,Straight
1771.jpg,Leaned,Leaned,Leaned,Leaned
1772.jpg,Rejected,Rejected,Straight,Rejected
1773.jpg,Rejected,Rejected,,Rejected
1774.jpg,Rejected,Rejected,,Rejected
1775.jpg,Rejected,Rejected,Rejected,Rejected
1776.jpg,Leaned,Leaned,Leaned,Leaned
1777.jpg,Rejected,Rejected,Straight,Rejected
1778.jpg,Leaned,Leaned,Leaned,Leaned
1779.jpg,Rejected,Rejected,Rejected,Rejected
1780.jpg,Rejected,Rejected,Straight,Rejected
1781.jpg,Leaned,Leaned,Leaned,Leaned
1782.jpg,Leaned,,Straight,
1783.jpg,Straight,Straight,Straight,Straight
1784.jpg,Straight,Straight,Rejected,Straight
1785.jpg,Leaned,Leaned,Leaned,Leaned
